Species,Type,Identifier,Title
"Ifloga labillardieri",PMID,"11908975","Dimeric and trimeric hydrolyzable tannins from Quercus coccifera and Quercus suber."
"Ifloga labillardieri",PMID,"27589908","Chemosystematic significance of flavonoids isolated from Diplotaxis acris (Brassicaceae) and related taxa."
"Ifloga labillardieri",PMID,"14559287","Flavonol glycosides of Warburgia ugandensis leaves."
"Ifloga labillardieri",PMID,"23074885","Antiparasitic and anticancer carvotacetone derivatives of Sphaeranthus bullatus."
"Ifloga labillardieri",PMID,"12710719","Flavonoids and terpenoids from the resinous exudates of Madia species (Asteraceae, Helenieae)."
"Ifloga labillardieri",PMID,"15597331","Tannins and catechin gallate mediate the vasorelaxant effect of Arbutus unedo on the rat isolated aorta."
"Ifloga labillardieri",PMID,"20211477","Isoschaftoside, a C-glycosylflavonoid from Desmodium uncinatum root exudate, is an allelochemical against the development of Striga."
"Ifloga labillardieri",PMID,"21907269","Constitutive phenolics of Harpephyllum caffrum (Anacardiaceae) and their biological effects on human keratinocytes."
"Ifloga labillardieri",PMID,"12770593","Unique phenolic carboxylic acids from Sanguisorba minor."
"Ifloga labillardieri",PMID,"23195766","Anti-HIV activity of flavonoids and proanthocyanidins from Crataegus sinaica."
"Ifloga labillardieri",DOI,"10.1016/j.bse.2006.05.002","Flavonoids from Anvillea radiata Coss. &amp; Dur. (Asteraceae)"
"Ifloga labillardieri",DOI,"10.1080/14786419.2011.606219","Cytotoxic compounds from the leaves of<i>Gaillardia aristata</i>Pursh. growing in Egypt"
"Ifloga labillardieri",DOI,"10.1016/j.phytol.2012.10.004","Flavonoid glycosides and triterpenoids from Atractylis flava"
"Ifloga labillardieri",DOI,"10.1016/j.bmcl.2006.06.011","Hepatoprotective activity of Schouwia thebica webb"
"Ifloga labillardieri",DOI,"10.1080/14786419.2011.587188","A sulphated flavone glycoside from <i>Livistona australis</i> and its antioxidant and cytotoxic activity"
"Ifloga labillardieri",DOI,"10.1016/j.arabjc.2011.01.001","Constituents from Bupleurum montanum (Coss. &amp; Dur.) (Apiaceae)"
"Ifloga labillardieri",DOI,"10.1016/0305-1978(88)90094-4","Non 6-methoxyflavonoids from Brickellia coulteri and 6-methoxylated flavonoids from B. microphylla"
"Ifloga labillardieri",DOI,"10.1021/np010465i","Dimeric and Trimeric Hydrolyzable Tannins from <i>Quercus </i><i>c</i><i>occifera</i> and <i>Quercus </i><i>s</i><i>uber</i>"
"Ifloga labillardieri",DOI,"10.1016/j.phytol.2011.07.004","Antidiabetic activity of phenolic compounds from Pecan bark in streptozotocin-induced diabetic rats"
"Ifloga labillardieri",DOI,"10.1016/0305-1978(88)90072-5","The chemosystematics of local members of the subtribe gnaphaliinae (Compositae)"
"Ifloga labillardieri",DOI,"10.1080/10575639508043206","A New Flavonol Glycoside from Eucalyptus globulous Subsp. Maidenii"
"Ifloga labillardieri",DOI,"10.1016/j.arabjc.2014.11.059","Chemical composition and antioxidant activity of Borago officinalis L. leaf extract growing in Algeria"
"Madia capitata",PMID,"20189399","Melanogenesis inhibitors from the desert plant Anastatica hierochuntica in B16 melanoma cells."
"Madia capitata",PMID,"23074885","Antiparasitic and anticancer carvotacetone derivatives of Sphaeranthus bullatus."
"Madia capitata",PMID,"30835550","Phenolic constituents and antioxidant activity of Euphorbia retusa Forssk."
"Madia capitata",PMID,"21846263","Cytotoxic compounds from the leaves of Gaillardia aristata Pursh. growing in Egypt."
"Madia capitata",PMID,"17365690","Phenolics of Moringa oleifera leaves."
"Madia capitata",PMID,"22742959","Cytotoxic ellagitannins from Reaumuria vermiculata."
"Madia capitata",PMID,"14559287","Flavonol glycosides of Warburgia ugandensis leaves."
"Madia capitata",PMID,"15597331","Tannins and catechin gallate mediate the vasorelaxant effect of Arbutus unedo on the rat isolated aorta."
"Madia capitata",PMID,"21793764","A sulphated flavone glycoside from Livistona australis and its antioxidant and cytotoxic activity."
"Madia capitata",PMID,"21907269","Constitutive phenolics of Harpephyllum caffrum (Anacardiaceae) and their biological effects on human keratinocytes."
"Madia capitata",PMID,"23195766","Anti-HIV activity of flavonoids and proanthocyanidins from Crataegus sinaica."
"Madia capitata",PMID,"11908975","Dimeric and trimeric hydrolyzable tannins from Quercus coccifera and Quercus suber."
"Madia capitata",PMID,"20211477","Isoschaftoside, a C-glycosylflavonoid from Desmodium uncinatum root exudate, is an allelochemical against the development of Striga."
"Madia capitata",PMID,"31001977","Sesquiterpenes from an Eastern African Medicinal Mushroom Belonging to the Genus Sanghuangporus."
"Madia capitata",PMID,"21246441","Phytochemical investigation and biological studies of Bombax malabaricum flowers."
"Madia capitata",PMID,"27589908","Chemosystematic significance of flavonoids isolated from Diplotaxis acris (Brassicaceae) and related taxa."
"Madia capitata",PMID,"12770593","Unique phenolic carboxylic acids from Sanguisorba minor."
"Madia capitata",DOI,"10.1080/14786419.2011.606219","Cytotoxic compounds from the leaves of<i>Gaillardia aristata</i>Pursh. growing in Egypt"
"Madia capitata",DOI,"10.1016/j.phytol.2012.10.004","Flavonoid glycosides and triterpenoids from Atractylis flava"
"Madia capitata",DOI,"10.1016/j.bmcl.2006.06.011","Hepatoprotective activity of Schouwia thebica webb"
"Madia capitata",DOI,"10.1080/14786419.2011.587188","A sulphated flavone glycoside from <i>Livistona australis</i> and its antioxidant and cytotoxic activity"
"Madia capitata",DOI,"10.1016/j.arabjc.2011.01.001","Constituents from Bupleurum montanum (Coss. &amp; Dur.) (Apiaceae)"
"Madia capitata",DOI,"10.1016/0305-1978(88)90094-4","Non 6-methoxyflavonoids from Brickellia coulteri and 6-methoxylated flavonoids from B. microphylla"
"Madia capitata",DOI,"10.1021/np010465i","Dimeric and Trimeric Hydrolyzable Tannins from <i>Quercus </i><i>c</i><i>occifera</i> and <i>Quercus </i><i>s</i><i>uber</i>"
"Madia capitata",DOI,"10.1016/j.phytol.2011.07.004","Antidiabetic activity of phenolic compounds from Pecan bark in streptozotocin-induced diabetic rats"
"Madia capitata",DOI,"10.1016/0305-1978(88)90072-5","The chemosystematics of local members of the subtribe gnaphaliinae (Compositae)"
"Madia capitata",DOI,"10.1080/10575639508043206","A New Flavonol Glycoside from Eucalyptus globulous Subsp. Maidenii"
"Madia capitata",DOI,"10.1016/j.arabjc.2014.11.059","Chemical composition and antioxidant activity of Borago officinalis L. leaf extract growing in Algeria"
"Pseudognaphalium luteo-album",PMID,"20189399","Melanogenesis inhibitors from the desert plant Anastatica hierochuntica in B16 melanoma cells."
"Pseudognaphalium luteo-album",PMID,"23074885","Antiparasitic and anticancer carvotacetone derivatives of Sphaeranthus bullatus."
"Pseudognaphalium luteo-album",PMID,"30835550","Phenolic constituents and antioxidant activity of Euphorbia retusa Forssk."
"Pseudognaphalium luteo-album",PMID,"21846263","Cytotoxic compounds from the leaves of Gaillardia aristata Pursh. growing in Egypt."
"Pseudognaphalium luteo-album",PMID,"17365690","Phenolics of Moringa oleifera leaves."
"Pseudognaphalium luteo-album",PMID,"22742959","Cytotoxic ellagitannins from Reaumuria vermiculata."
"Pseudognaphalium luteo-album",PMID,"12710719","Flavonoids and terpenoids from the resinous exudates of Madia species (Asteraceae, Helenieae)."
"Pseudognaphalium luteo-album",PMID,"14559287","Flavonol glycosides of Warburgia ugandensis leaves."
"Pseudognaphalium luteo-album",PMID,"15597331","Tannins and catechin gallate mediate the vasorelaxant effect of Arbutus unedo on the rat isolated aorta."
"Pseudognaphalium luteo-album",PMID,"21793764","A sulphated flavone glycoside from Livistona australis and its antioxidant and cytotoxic activity."
"Pseudognaphalium luteo-album",PMID,"21907269","Constitutive phenolics of Harpephyllum caffrum (Anacardiaceae) and their biological effects on human keratinocytes."
"Pseudognaphalium luteo-album",PMID,"23195766","Anti-HIV activity of flavonoids and proanthocyanidins from Crataegus sinaica."
"Pseudognaphalium luteo-album",PMID,"11908975","Dimeric and trimeric hydrolyzable tannins from Quercus coccifera and Quercus suber."
"Pseudognaphalium luteo-album",PMID,"20211477","Isoschaftoside, a C-glycosylflavonoid from Desmodium uncinatum root exudate, is an allelochemical against the development of Striga."
"Pseudognaphalium luteo-album",PMID,"31001977","Sesquiterpenes from an Eastern African Medicinal Mushroom Belonging to the Genus Sanghuangporus."
"Pseudognaphalium luteo-album",PMID,"21246441","Phytochemical investigation and biological studies of Bombax malabaricum flowers."
"Pseudognaphalium luteo-album",PMID,"27589908","Chemosystematic significance of flavonoids isolated from Diplotaxis acris (Brassicaceae) and related taxa."
"Pseudognaphalium luteo-album",PMID,"12770593","Unique phenolic carboxylic acids from Sanguisorba minor."
"Pseudognaphalium luteo-album",DOI,"10.1080/14786419.2011.606219","Cytotoxic compounds from the leaves of<i>Gaillardia aristata</i>Pursh. growing in Egypt"
"Pseudognaphalium luteo-album",DOI,"10.1016/j.phytol.2012.10.004","Flavonoid glycosides and triterpenoids from Atractylis flava"
"Pseudognaphalium luteo-album",DOI,"10.1016/j.bmcl.2006.06.011","Hepatoprotective activity of Schouwia thebica webb"
"Pseudognaphalium luteo-album",DOI,"10.1080/14786419.2011.587188","A sulphated flavone glycoside from <i>Livistona australis</i> and its antioxidant and cytotoxic activity"
"Pseudognaphalium luteo-album",DOI,"10.1016/j.arabjc.2011.01.001","Constituents from Bupleurum montanum (Coss. &amp; Dur.) (Apiaceae)"
"Pseudognaphalium luteo-album",DOI,"10.1016/0305-1978(88)90094-4","Non 6-methoxyflavonoids from Brickellia coulteri and 6-methoxylated flavonoids from B. microphylla"
"Pseudognaphalium luteo-album",DOI,"10.1021/np010465i","Dimeric and Trimeric Hydrolyzable Tannins from <i>Quercus </i><i>c</i><i>occifera</i> and <i>Quercus </i><i>s</i><i>uber</i>"
"Pseudognaphalium luteo-album",DOI,"10.1016/j.phytol.2011.07.004","Antidiabetic activity of phenolic compounds from Pecan bark in streptozotocin-induced diabetic rats"
"Pseudognaphalium luteo-album",DOI,"10.1016/0305-1978(88)90072-5","The chemosystematics of local members of the subtribe gnaphaliinae (Compositae)"
"Pseudognaphalium luteo-album",DOI,"10.1080/10575639508043206","A New Flavonol Glycoside from Eucalyptus globulous Subsp. Maidenii"
"Pseudognaphalium luteo-album",DOI,"10.1016/j.arabjc.2014.11.059","Chemical composition and antioxidant activity of Borago officinalis L. leaf extract growing in Algeria"
"Hypericum quartinianum",PMID,"20189399","Melanogenesis inhibitors from the desert plant Anastatica hierochuntica in B16 melanoma cells."
"Hypericum quartinianum",PMID,"23074885","Antiparasitic and anticancer carvotacetone derivatives of Sphaeranthus bullatus."
"Hypericum quartinianum",PMID,"30835550","Phenolic constituents and antioxidant activity of Euphorbia retusa Forssk."
"Hypericum quartinianum",PMID,"21846263","Cytotoxic compounds from the leaves of Gaillardia aristata Pursh. growing in Egypt."
"Hypericum quartinianum",PMID,"17365690","Phenolics of Moringa oleifera leaves."
"Hypericum quartinianum",PMID,"22742959","Cytotoxic ellagitannins from Reaumuria vermiculata."
"Hypericum quartinianum",PMID,"12710719","Flavonoids and terpenoids from the resinous exudates of Madia species (Asteraceae, Helenieae)."
"Hypericum quartinianum",PMID,"14559287","Flavonol glycosides of Warburgia ugandensis leaves."
"Hypericum quartinianum",PMID,"15597331","Tannins and catechin gallate mediate the vasorelaxant effect of Arbutus unedo on the rat isolated aorta."
"Hypericum quartinianum",PMID,"21793764","A sulphated flavone glycoside from Livistona australis and its antioxidant and cytotoxic activity."
"Hypericum quartinianum",PMID,"21907269","Constitutive phenolics of Harpephyllum caffrum (Anacardiaceae) and their biological effects on human keratinocytes."
"Hypericum quartinianum",PMID,"23195766","Anti-HIV activity of flavonoids and proanthocyanidins from Crataegus sinaica."
"Hypericum quartinianum",PMID,"11908975","Dimeric and trimeric hydrolyzable tannins from Quercus coccifera and Quercus suber."
"Hypericum quartinianum",PMID,"20211477","Isoschaftoside, a C-glycosylflavonoid from Desmodium uncinatum root exudate, is an allelochemical against the development of Striga."
"Hypericum quartinianum",PMID,"31001977","Sesquiterpenes from an Eastern African Medicinal Mushroom Belonging to the Genus Sanghuangporus."
"Hypericum quartinianum",PMID,"21246441","Phytochemical investigation and biological studies of Bombax malabaricum flowers."
"Hypericum quartinianum",PMID,"27589908","Chemosystematic significance of flavonoids isolated from Diplotaxis acris (Brassicaceae) and related taxa."
"Hypericum quartinianum",PMID,"12770593","Unique phenolic carboxylic acids from Sanguisorba minor."
"Hypericum quartinianum",DOI,"10.1080/14786419.2011.606219","Cytotoxic compounds from the leaves of<i>Gaillardia aristata</i>Pursh. growing in Egypt"
"Hypericum quartinianum",DOI,"10.1016/j.phytol.2012.10.004","Flavonoid glycosides and triterpenoids from Atractylis flava"
"Hypericum quartinianum",DOI,"10.1016/j.bmcl.2006.06.011","Hepatoprotective activity of Schouwia thebica webb"
"Hypericum quartinianum",DOI,"10.1080/14786419.2011.587188","A sulphated flavone glycoside from <i>Livistona australis</i> and its antioxidant and cytotoxic activity"
"Hypericum quartinianum",DOI,"10.1016/j.arabjc.2011.01.001","Constituents from Bupleurum montanum (Coss. &amp; Dur.) (Apiaceae)"
"Hypericum quartinianum",DOI,"10.1016/0305-1978(88)90094-4","Non 6-methoxyflavonoids from Brickellia coulteri and 6-methoxylated flavonoids from B. microphylla"
"Hypericum quartinianum",DOI,"10.1021/np010465i","Dimeric and Trimeric Hydrolyzable Tannins from <i>Quercus </i><i>c</i><i>occifera</i> and <i>Quercus </i><i>s</i><i>uber</i>"
"Hypericum quartinianum",DOI,"10.1016/j.phytol.2011.07.004","Antidiabetic activity of phenolic compounds from Pecan bark in streptozotocin-induced diabetic rats"
"Hypericum quartinianum",DOI,"10.1016/0305-1978(88)90072-5","The chemosystematics of local members of the subtribe gnaphaliinae (Compositae)"
"Hypericum quartinianum",DOI,"10.1080/10575639508043206","A New Flavonol Glycoside from Eucalyptus globulous Subsp. Maidenii"
"Hypericum quartinianum",DOI,"10.1016/j.arabjc.2014.11.059","Chemical composition and antioxidant activity of Borago officinalis L. leaf extract growing in Algeria"
"Bassia muricata",PMID,"17365690","Phenolics of Moringa oleifera leaves."
"Anvillea radiata",PMID,"11054840","Inhibitory effects of sudanese medicinal plant extracts on hepatitis C virus (HCV) protease."
"Anvillea radiata",PMID,"20120108","Constituents of the polar extracts from Algerian Pituranthos scoparius."
"Anvillea radiata",PMID,"5648113","Crotepoxide, a novel cyclohexane diepoxide tumor inhibitor from Croton macrostachys."
"Anvillea radiata",PMID,"14559287","Flavonol glycosides of Warburgia ugandensis leaves."
"Anvillea radiata",DOI,"10.1016/0305-1978(88)90094-4","Non 6-methoxyflavonoids from Brickellia coulteri and 6-methoxylated flavonoids from B. microphylla"
